"Brand","Model","Model_year","Mileage","Horsepower","Accident","Price"
"Hyundai","Genesis Coupe 3.8 Base",2016,45303,348,0,20999
"Ford","Focus ST Base",2014,110000,252,0,9495
"Cadillac","CTS Luxury",2011,66200,270,0,16499
"Subaru","Baja Base",2003,71000,165,0,14900
"Toyota","Highlander XLE",2019,81301,NA,0,30275
"Chevrolet","Corvette Stingray Z51",2019,7033,460,0,63900
"Dodge","Durango SRT",2020,36000,475,0,62000
"Acura","TSX 2.4",2010,116000,201,1,9000
"Chevrolet","Camaro 2SS",2018,42780,455,1,41100
"BMW","640 Gran Coupe i",2014,39886,315,1,26000
"Audi","S5 3.0T Premium Plus",2014,151400,333,0,15400
"Alfa","Romeo Giulia Base",2017,48000,280,0,20500
"Toyota","Highlander XLE",2023,8727,NA,0,44596
"Rolls-Royce","Ghost Base",2011,79000,563,1,80300
"Dodge","Challenger R/T",2020,54000,372,0,34000
"Porsche","Cayenne Base",2016,110000,300,1,25900
"Chevrolet","Bolt EV LT",2020,49688,200,0,24900
"Mercedes-Benz","Metris Base",2020,14000,208,0,48000
"Dodge","Charger SRT Hellcat Widebody",2023,5000,717,0,110000
"Chevrolet","Silverado 1500 ZR2",2022,11597,NA,0,68590
"Mercedes-Benz","AMG S 63 Base 4MATIC",2017,86101,577,1,72777
"Chevrolet","Silverado 1500 LT",2017,58816,NA,0,36590
"Lexus","RC 350 Base",2016,77856,NA,0,30919
"Lamborghini","Urus Base",2021,20069,NA,0,229900
"GMC","Acadia SLE-1",2015,115282,NA,1,12433
"Porsche","911 GT3",2016,30700,475,0,138999
"MINI","Cooper Base",2003,103726,115,1,5995
"Mazda","MX-5 Miata Sport",2008,39800,158,0,13250
"Toyota","4Runner TRD Off Road",2019,79500,270,0,33333
"Toyota","Highlander Limited",2008,165520,270,1,9000
"BMW","650 Gran Coupe i",2014,92000,445,1,24000
"Hyundai","Palisade Calligraphy",2023,1500,291,0,55000
"Pontiac","Solstice GXP",2008,38100,260,0,19950
"Land","Rover Range Rover Evoque SE Premium",2018,42125,237,0,38999
"Porsche","Cayenne Diesel",2014,86818,240,0,33500
"BMW","M3 Competition xDrive",2023,3490,503,0,95580
"Toyota","Avalon Limited",2008,111300,268,0,7900
"BMW","M3 Base",2011,98200,414,0,27000
"Porsche","Panamera Base",2018,42500,330,1,53999
"Jeep","Wrangler Sport",2001,171000,181,1,15000
"Honda","Passport TrailSport",2023,11649,280,NA,39999
"Mercedes-Benz","SL-Class SL 550",2013,24933,429,1,40250
"Audi","RS 4 Base",2007,99769,420,0,29995
"Toyota","Avalon Limited",2022,16156,NA,0,39390
"Mercedes-Benz","E-Class E 350 4MATIC",2008,67250,268,0,11900
"GMC","Yukon Denali",2021,30022,420,1,74500
"Porsche","Panamera 4S",2017,42596,440,0,78000
"Ford","Explorer XLT",2021,33705,NA,1,36995
"Land","Rover LR4 HSE LUX Landmark Edition",2016,63300,340,0,31000
"Acura","TLX Type S w/Performance Tire",2023,4700,355,0,52000
"Toyota","Tacoma Base",2020,27256,NA,0,42998
"Hummer","H3 Base",2010,107481,239,0,13500
"Tesla","Model 3 Long Range",2018,61700,271,0,25900
"Volvo","850 Turbo",1995,94000,NA,0,4500
"Jeep","Wrangler Unlimited Sahara",2017,128000,285,0,26800
"Chevrolet","Camaro 2SS",2018,26000,455,0,39000
"Audi","S6 4.0T",2015,74000,420,0,29950
"Audi","TT RS Base",2012,54900,360,NA,28900
"INFINITI","QX56 Base",2012,141775,400,0,11500
"Volkswagen","New Beetle GLS",2001,63250,115,0,12000
"Audi","Q5 S line Premium Plus",2022,13895,NA,0,44998
"Lamborghini","Aventador LP750-4 Superveloce",2017,10654,NA,0,449991
"Ford","F-250 XL",2014,35900,385,1,27900
"GMC","Yukon XL Denali",2022,48306,NA,1,71999
"Audi","A4 2.0T Premium",2012,125000,211,0,10500
"Dodge","Challenger SRT 392",2016,37700,NA,1,38000
"Tesla","Model S P100D",2017,103000,NA,0,36000
"Mazda","CX-30 Premium Package",2021,45303,NA,0,25382
"Lexus","ES 350 Base",2016,53900,268,0,27500
"Jeep","Wrangler Sahara",2008,54000,202,0,20000
"Chevrolet","Avalanche 1500 LTZ",2007,129000,366,0,17950
"Jeep","Grand Cherokee L Laredo",2022,10232,NA,0,44646
"Acura","MDX w/Advance Package",2023,3708,NA,0,58998
"Nissan","Pathfinder SL",2018,167000,284,NA,14500
"Tesla","Model X Long Range",2019,37000,518,0,58000
"Subaru","Impreza Premium",2022,10419,NA,1,24998
"Audi","A8 4.0T",2014,96238,420,1,22500
"Subaru","Ascent Limited 7-Passenger",2022,12700,260,0,38500
"Chevrolet","Avalanche 1500 LT",2007,244000,320,0,16900
"Porsche","Cayenne S",2015,124000,420,0,25000
"BMW","335 i",2009,123000,300,0,15000
"GMC","Sierra 1500 Limited Elevation",2022,24900,310,0,49900
"Ford","Explorer Sport",2016,95500,365,0,20000
"Cadillac","Escalade ESV Sport",2021,4283,NA,0,479995
"Lexus","LX 570 Three-Row",2021,48300,383,0,82000
"BMW","M3 Base",2008,94000,414,0,25999
"Nissan","Xterra Pro-4X",2011,183000,261,1,12000
"Ford","Fusion Hybrid SE Hybrid",2013,126225,188,1,11500
"Volkswagen","Golf GTI 2.0T SE 4-Door",2016,87892,210,0,16000
"Cadillac","CTS-V Base",2012,45000,556,0,41500
"Aston","Martin Vantage Base",2022,1023,503,0,156900
"Lexus","GX 460 Base",2015,106000,301,0,37500
"GMC","Acadia SLT-1",2019,51300,193,1,25500
"Ford","Bronco Sport Big Bend",2021,30176,NA,0,28979
"Nissan","Titan SV",2021,27598,NA,0,39884
"Volkswagen","Jetta SportWagen SE",2012,107000,170,0,9499
"Land","Rover Range Rover 5.0L V8 Supercharged",2019,17500,518,0,65000
"RAM","2500 Laramie",2017,117878,350,0,42000
"Nissan","Murano SL",2010,138700,265,1,7000
"Cadillac","Escalade ESV Base",2009,152068,403,1,12350
"BMW","428 i xDrive SULEV",2016,77000,240,1,26999
"Ford","Focus RS Base",2017,26000,350,0,37000
"Lexus","CT 200h Premium",2014,131200,134,0,14000
"Buick","Enclave Leather",2017,83280,NA,0,20599
"BMW","M3 Base",2015,59000,425,0,53500
"Volkswagen","Arteon 2.0T SEL R-Line",2020,15500,268,0,30000
"BMW","X6 xDrive35i",2013,90000,300,0,19950
"INFINITI","G35 Base",2006,94000,280,1,10995
"Hummer","H2 Base",2008,63750,393,1,55000
"Mercedes-Benz","C-Class C 300 4MATIC Luxury",2011,95500,228,1,15990
"Acura","ILX Premium Package",2019,37900,201,0,26000
"Porsche","911 GT3",2015,13250,475,0,154900
"RAM","1500 Longhorn",2019,76249,NA,1,40995
"BMW","M3 Base",2001,81000,333,0,39000
"Chevrolet","Suburban LT",2022,37806,355,0,60894
"Dodge","Ram 2500 ST",2010,151544,355,1,17700
"Chevrolet","Camaro 2SS",2012,60345,400,0,26950
"Dodge","Challenger SE",2010,90305,250,0,12000
"Jeep","Grand Cherokee L Limited",2022,13275,NA,0,42599
"Chevrolet","Camaro 2SS",2018,8660,455,0,45000
"Ford","F-350 Lariat",2021,28220,475,0,73600
"Ford","F-250 King Ranch",2015,97700,440,0,39950
"Chevrolet","Corvette Stingray w/3LT",2023,4200,490,0,98000
"Bentley","Continental GT V8 First Edition",2020,27404,NA,0,199991
"Lincoln","MKC Reserve",2016,100000,240,0,24000
"Ford","Excursion Limited",2001,333361,250,1,17000
"Land","Rover Discovery SE",2018,63295,340,0,29993
"Land","Rover Defender V8",2022,3000,518,0,96500
"Chevrolet","Silverado 1500 2LT",2014,102604,355,0,25500
"Mercedes-Benz","AMG G 63 Base",2017,39800,563,0,99000
"Ford","F-250 XLT",2019,124000,385,0,40100
"Tesla","Model 3 Base",2022,12080,271,0,36750
"Lexus","LX 570 Three-Row",2018,39300,383,0,69500
"INFINITI","QX60 Luxe",2019,51000,295,1,29000
"Rivian","R1S Adventure Package",2023,250,835,NA,97500
"Land","Rover Range Rover Sport 3.0L Supercharged HSE",2017,67000,340,0,35999
"INFINITI","QX60 Base",2014,95400,265,NA,14195
"Hyundai","Sonata GLS",2013,136991,198,0,11000
"Toyota","Tundra Limited",2022,3959,389,0,55000
"Jeep","Grand Cherokee Limited",2020,47500,293,0,31000
"Ford","F-350 Lariat Crew Cab Super Duty DRW",2005,176691,325,1,13000
"Tesla","Model 3 Performance",2021,33000,455,0,55000
"Mercedes-Benz","CLS-Class CLS 550",2014,34600,402,0,27500
"RAM","2500 SLT",2014,84500,410,0,34000
"Kia","Sorento Hybrid EX",2022,36100,227,0,37500
"Hyundai","Genesis 3.8",2015,92225,311,1,17000
"Jeep","Compass Latitude",2020,17500,180,0,25695
"Ford","Fusion SE",2011,114323,175,0,6000
"Toyota","FJ Cruiser Base",2014,92000,260,0,27500
"BMW","430 Gran Coupe i xDrive",2018,29025,NA,0,29998
"Dodge","Durango SRT 392",2021,17000,475,0,65000
"Hyundai","Santa Fe GLS",2015,96476,290,0,13000
"Volkswagen","Atlas 3.6L SEL Premium",2021,36311,NA,0,39127
"Land","Rover Range Rover Sport 5.0L Supercharged Dynamic",2016,56842,510,0,35000
"Nissan","Murano SV",2021,23677,NA,0,29510
"Buick","Envision Essence",2020,27340,NA,0,31700
"Chevrolet","Silverado 1500 RST",2020,26177,NA,NA,41986
"Pontiac","Solstice GXP",2009,122348,260,1,10000
"BMW","640 Gran Coupe i xDrive",2015,98000,315,0,22500
"Tesla","Model 3 Standard Range Plus",2019,32300,NA,0,29000
"MINI","Countryman Cooper S",2019,18997,189,0,26750
"Porsche","Boxster GTS",2016,40350,330,0,67995
"Ford","Expedition EL King Ranch",2011,156856,310,0,14300
"Bentley","Continental GT GT Speed",2022,1919,NA,0,289991
"BMW","X5 M Base",2017,61773,567,0,46000
"Ford","Mustang GT Premium",2011,74500,412,0,22000
"Jeep","Compass Sport",2016,99000,172,1,5000
"INFINITI","G37 Sport",2008,63496,330,0,15000
"Ford","F-150 XLT",2022,18465,400,0,47500
"Porsche","911 Carrera 4S",2007,42635,355,0,72995
"INFINITI","G35 Base",2005,99000,298,0,18900
"Chrysler","300C Base",2013,87500,292,0,13750
"Toyota","Camry Solara SLE",2007,138000,210,0,6800
"Lexus","IS 300 Base",2018,70891,260,0,28995
"Buick","Enclave Essence",2020,55403,310,1,29444
"BMW","M4 Competition xDrive",2022,3213,503,0,89995
"Pontiac","GTO Base",2005,142314,400,1,21999
"Toyota","FJ Cruiser Base",2013,53000,260,0,36740
"Hyundai","Elantra SE",2014,120250,145,0,7500
"Porsche","Macan S",2015,72329,340,0,29500
"Hummer","H3 Base",2007,153692,242,0,9995
"Tesla","Model 3 Long Range",2021,32670,NA,0,37000
"Ford","Transit-350 Base",2018,235000,275,NA,18000
"Rivian","R1T Launch Edition",2022,8681,835,0,82000
"Audi","S4 3.0 Prestige",2012,98400,333,0,18000
"Toyota","4Runner SR5 Premium",2023,1400,270,0,46500
"Tesla","Model 3 Mid Range",2018,32000,271,0,29999
"Ford","F-250 Base",1997,92800,210,0,9000
"Mercedes-Benz","G-Class G 550 4MATIC",2021,75151,416,0,130000
"Subaru","Legacy 2.5 GT spec.B",2008,94000,243,0,12500
"Mercedes-Benz","E-Class E 350",2014,67350,302,1,18700
"BMW","M3 Base",2001,66500,333,0,21000
"Mercedes-Benz","C-Class C 250 Sport",2014,70612,201,0,14500
"Toyota","Sienna XLE Limited",2007,112630,266,1,11500
"Dodge","Avenger SE",2014,124705,283,0,6499
"BMW","M240 i",2018,61000,335,1,34000
"RAM","3500 SLT",2017,157272,350,1,32999
"Mercedes-Benz","GL-Class GL 450 4MATIC",2015,84000,362,0,20399
"Jeep","Gladiator Rubicon",2020,27981,285,0,47500
"Bentley","Continental GT Base",2009,18000,552,0,63000
"Tesla","Model 3 Long Range",2019,27123,425,0,38200
"Chevrolet","Corvette Stingray w/2LT",2021,3053,490,0,83900
"Audi","Q5 3.0T Premium Plus",2015,60251,272,1,19000
"Mazda","MX-5 Miata Club",2021,5093,181,0,28000
"Bentley","Bentayga W12 Signature",2018,31875,600,0,115785
"Mercedes-Benz","S-Class S500",2005,175722,302,0,7000
"BMW","M6 Base",2015,17900,560,0,59900
"GMC","Yukon SLT",2015,142792,355,0,22999
"BMW","750 iL",2001,53814,326,NA,11800
"Toyota","Tundra Limited",2010,89400,381,0,26900
"Chrysler","300C Base",2007,86000,340,0,15000
"smart","ForTwo Pure",2008,61595,70,0,5000
"Toyota","Tundra SR",2018,74000,381,1,38000
"Hummer","H2 Base",2004,130000,316,1,16500
"BMW","ALPINA B7 Base",2015,86000,540,1,29000
"Land","Rover Range Rover Sport Supercharged",2008,140600,390,0,7500
"Audi","A4 2.0T Tech Premium",2018,27532,252,0,27900
"Ford","Focus SE",2017,91000,160,0,12500
"Mercedes-Benz","E-Class E 550 4MATIC",2014,63000,402,0,28500
"Jeep","Wrangler Unlimited 4xe Sahara",2022,10500,375,0,49999
"Mercedes-Benz","M-Class ML 350 4MATIC",2014,75073,302,0,21500
"Jeep","Wrangler Sahara",2008,140000,202,1,9000
"Mercedes-Benz","A-Class A 220 4MATIC",2019,30300,188,0,30500
"Chevrolet","Malibu 1LT",2009,139000,169,0,4200
"Hummer","H3 Base",2006,118000,220,0,17900
"BMW","i8 Base",2015,51000,357,0,53000
"Cadillac","XLR Base",2009,69423,320,0,36500
"Lincoln","MKZ Select",2017,52284,240,1,12500
"Chevrolet","Silverado 1500 W/T",2006,111228,195,1,4000
"Land","Rover Range Rover Sport HSE",2019,52300,340,0,49900
"Nissan","Titan SL",2021,95993,NA,0,32612
"Kia","Telluride SX",2022,26716,NA,0,47541
"Chevrolet","Tahoe RST",2023,39517,NA,1,67190
"Ford","Mustang GT Premium",2019,31600,460,0,41000
"BMW","330 i",2017,83298,248,0,18300
"Land","Rover Range Rover Sport 3.0L Supercharged HSE",2017,95212,340,0,31599
"Porsche","911 Carrera",2010,61600,345,0,51750
"INFINITI","QX56 Base",2011,130921,400,0,12000
"RAM","2500 Tradesman",2020,41000,410,NA,45515
"BMW","840 i xDrive",2024,1500,335,0,90000
"MINI","Clubman Cooper S ALL4",2017,79950,189,0,17390
"Cadillac","Escalade ESV Premium Luxury Platinum",2021,31500,420,0,95000
"Audi","R8 5.2 V10 plus",2017,61000,610,0,140000
"RAM","2500 Big Horn",2021,45867,NA,0,43449
"Porsche","911 Carrera 4",2014,22700,350,1,85500
"Bentley","Continental GT Base",2009,43000,552,0,48500
"Toyota","Tundra SR5",2015,99000,310,0,27000
"Toyota","4Runner SR5",2006,135000,236,0,16900
"Cadillac","CTS 2.0L Turbo Luxury",2019,46000,265,1,29000
"Ford","Focus SE",2014,79615,NA,0,10995
"BMW","M5 Base",2021,13250,NA,0,86900
"Land","Rover Range Rover 3.0L V6 Supercharged HSE",2019,41200,380,0,60500
"Cadillac","Escalade ESV Luxury",2016,116500,420,1,30500
"Acura","NSX Base",1993,75980,NA,0,90200
"Chevrolet","Corvette Z06",2018,24059,650,0,87150
"Audi","Q5 2.0T Premium Plus",2015,118500,220,1,15400
"BMW","ALPINA B7 ALPINA B7 xDrive",2020,15097,NA,0,99998
"Maserati","Ghibli S Q4",2018,20000,424,0,43000
"BMW","228 Gran Coupe i xDrive",2020,10426,NA,0,30798
"Ford","Expedition Limited",2023,9500,400,1,63500
"Nissan","Frontier SE Crew Cab",2006,134000,265,1,8500
"Subaru","BRZ Limited",2022,10500,228,0,32500
"Chevrolet","Malibu LT",2018,53100,160,0,17500
"Ford","Focus SEL",2017,80134,NA,0,13895
"Nissan","Rogue Sport S",2021,24000,141,0,25500
"Volvo","C70 T5",2006,61000,218,0,10299
"Lincoln","Nautilus Reserve",2021,19700,335,0,48000
"Mercedes-Benz","AMG GT Base",2018,28182,469,1,84500
"Ford","Mustang EcoBoost Premium",2017,59500,310,1,21000
"Ford","Ranger XLT",1999,115402,152,0,8000
"GMC","Yukon SLT",2018,85500,355,1,35899
"RAM","2500 Big Horn",2020,51000,410,0,44900
"Tesla","Model Y Performance",2021,17500,455,0,45000
"Lexus","ES 350 Base",2011,132000,272,0,9999
"Jeep","Wrangler Rubicon Hard Rock",2016,67882,NA,0,32798
"Volvo","XC90 T6 Momentum",2018,62000,316,0,30500
"Porsche","911 R",2016,12454,500,0,210000
"BMW","M6 Gran Coupe Base",2017,27965,560,0,58000
"Cadillac","Escalade ESV Platinum Edition",2013,119000,403,NA,20500
"BMW","X5 xDrive35i",2018,48000,300,0,32000
"BMW","X5 xDrive40i",2020,5541,NA,0,56598
"Mitsubishi","Outlander SEL",2018,29000,166,0,19500
"Dodge","Ram 1500 ST",2010,131100,310,1,12995
"Subaru","Impreza 2.0i",2015,102242,NA,1,11498
"Mercedes-Benz","Maybach S S 600",2016,18069,523,0,79999
"Kia","Sportage LX",2023,13000,187,0,31900
"Porsche","911 Turbo Cabriolet",2008,51000,480,1,69500
"Hummer","H3 Base",2007,137333,242,1,10000
"Buick","LaCrosse Leather",2014,125559,304,1,11200
"Chevrolet","Silverado 1500 High Country",2020,88161,NA,1,48889
"Toyota","4Runner SR5",2016,101900,270,0,29000
"Cadillac","Escalade ESV Luxury",2015,159500,420,1,18800
"Subaru","Legacy 2.5i Premium",2015,68860,175,1,15000
"Tesla","Model 3 Long Range",2018,43000,271,1,30499
"Ford","Expedition EL XLT",2017,182000,365,1,16500
"Tesla","Model Y Long Range",2022,21404,425,0,49500
"Ford","Expedition EL Limited",2017,81000,365,0,27000
"Chevrolet","Silverado 1500 LTZ",2021,62257,NA,0,42590
"BMW","X5 xDrive40e",2016,91798,NA,0,22998
"BMW","335 is",2011,82000,320,1,20000
"Ford","F-150 XLT",2012,207100,365,1,15000
"Land","Rover Range Rover Sport P400 SE Dynamic",2023,450,395,0,124000
"Porsche","Panamera Edition",2016,77945,310,1,30000
"Kia","Sorento Plug-In Hybrid SX",2022,15583,NA,0,40599
"BMW","M240 i",2017,37100,335,1,26125
"Maserati","Quattroporte Base",2006,51000,394,1,18000
"Ford","F-150 XLT",2017,94000,325,0,26000
"Land","Rover Discovery S",2003,121886,217,1,6000
"Ford","F-250 XLT Crew Cab Super Duty",2008,157500,300,1,15000
"Ford","Taurus SHO",2014,138415,365,1,15500
"Land","Rover Range Rover Sport HSE",2012,110000,375,0,10200
"Cadillac","Escalade Sport",2023,8532,NA,0,109900
"GMC","Sierra 1500 SLT",2021,12941,355,1,51500
"BMW","335 i xDrive",2009,69764,300,0,19500
"Porsche","911 Carrera 4S",2003,90000,315,NA,24000
"Audi","Q5 S line Premium",2022,8193,NA,0,42598
"Lexus","RX 350 F Sport Performance",2020,43277,NA,0,43599
"Audi","S4 3.0T Premium Plus",2018,26500,354,1,38000
"Chevrolet","Silverado 1500 LT",2019,36021,NA,NA,35670
"Chevrolet","Colorado Z71",2019,25462,NA,0,36139
"Audi","A5 2.0T Prestige",2018,35850,252,0,33000
"Mazda","Mazda3 s Sport",2008,77700,156,0,6300
"Jaguar","E-PACE 300 Sport",2021,23600,296,0,42999
"Ferrari","GTC4Lusso T",2019,8870,NA,0,215000
"Toyota","Celica GT",2001,122000,140,0,7800
"Ford","Excursion Limited 4WD",2003,245000,325,1,17999
"Porsche","718 Spyder Base",2022,4700,414,0,134000
"Subaru","WRX STI Base",2016,84100,305,0,34000
"Audi","A6 45 Premium Plus",2021,33000,248,0,40000
"Tesla","Model S P100D",2018,10065,NA,0,59999
"Mercedes-Benz","AMG GT R",2018,3811,577,0,148500
"Acura","RDX PMC Edition",2021,44457,NA,0,40598
"Audi","S4 3.0T Premium Plus",2013,139355,333,0,20900
"Lotus","Evora Base",2010,9100,276,0,55000
"Mercedes-Benz","S-Class S 560 4MATIC",2019,10500,463,0,77900
"Chevrolet","Silverado 1500 RST",2023,5006,NA,0,59590
"Hyundai","Genesis Coupe 2.0T R-Spec",2013,55000,260,NA,18000
"BMW","M3 Competition",2021,33500,503,0,71000
"BMW","435 i",2014,126500,300,0,15000
"Land","Rover Range Rover Evoque HSE Dynamic",2016,79000,240,0,24000
"Porsche","911 Targa 4 GTS",2018,19000,450,0,145000
"RAM","3500 Tradesman",2021,57000,400,0,52000
"BMW","X5 xDrive40i",2020,4880,NA,0,57998
"Acura","NSX Base",2018,6523,NA,0,143900
"Mercedes-Benz","SL-Class SL500 Roadster",2005,127000,302,0,14000
"Lexus","SC 430 Base",2002,89500,300,0,15999
"Chevrolet","Silverado 1500 Base",2000,97000,200,0,27500
"Buick","Enclave Avenir",2021,31181,NA,1,42442
"Lexus","NX 300h Base",2020,16425,NA,1,33200
"Lexus","RX 350 RX 350 F SPORT Handling",2022,11238,NA,0,54798
"Chevrolet","Avalanche 1500 LS",2005,97146,295,1,7999
"Mercedes-Benz","SL-Class SL400",2015,36670,NA,0,39998
"Chevrolet","Suburban Premier",2019,44800,420,0,52500
"Ford","Transit-350 Base",2015,150000,310,1,17100
"INFINITI","QX60 Luxe",2020,38400,295,0,32100
"Bentley","Continental GTC Base",2008,7960,552,0,81500
"Nissan","350Z Enthusiast",2007,117000,306,1,9975
"Rivian","R1S Adventure Package",2023,159,533,0,95500
"McLaren","570S Base",2017,30200,562,0,139000
"Nissan","Altima 2.5 SL",2012,91545,175,0,8999
"Land","Rover Range Rover 5.0L Supercharged",2015,110000,510,1,26499
"BMW","X5 xDrive35i",2017,105100,300,1,23300
"INFINITI","QX56 Base",2012,110000,400,0,15600
"Ford","F-150 XLT",2019,81778,NA,0,32769
"Lexus","RX 450h Base",2010,168422,245,1,10900
"Maserati","Ghibli S Q4 GranSport",2018,80500,424,0,34900
"Volvo","XC90 T6 Momentum",2018,81200,316,1,28825
"Lamborghini","Huracan EVO Base",2020,6246,NA,0,267950
"Jeep","Wrangler Unlimited Rubicon",2017,20172,285,0,47500
"Hummer","H2 Base",2005,145000,325,0,22500
"Ford","Flex Limited",2009,162000,262,1,7500
"Porsche","718 Cayman GT4",2020,13554,414,0,124995
"Toyota","Camry XLE",2007,59700,268,0,9500
"Mercedes-Benz","A-Class A 220 4MATIC",2020,30930,NA,0,28900
"BMW","335 i",2009,51983,300,0,19999
"Chevrolet","Camaro 2SS",2022,22000,455,0,50000
"Volkswagen","ID.4 Pro S",2023,16800,295,0,45000
"Chevrolet","Silverado 2500 High Country",2022,16000,445,1,73995
"Nissan","Altima 2.5 SV",2020,22295,NA,0,23599
"Bentley","Continental GT V8",2020,33000,542,0,188500
"Toyota","Sequoia Platinum",2023,1025,437,0,85000
"Acura","TL Technology",2013,89190,305,1,15499
"Toyota","Highlander Limited",2020,53550,NA,0,39687
"Ford","Edge SEL",2021,56946,NA,0,26299
"Jaguar","F-TYPE R",2016,11684,550,0,54900
"GMC","Yukon XL Denali",2018,45617,420,0,51000
"Chevrolet","Suburban LT",2018,75466,355,0,34500
"Maserati","Levante GTS",2021,19513,NA,1,84645
"Subaru","Outback Limited",2021,15636,NA,0,33531
"Mercedes-Benz","S-Class S 450",2018,69600,362,0,40888
"Mercedes-Benz","GL-Class GL 450",2011,138050,335,0,16500
"Ford","F-250 Lariat",2017,132269,385,0,35900
"Hyundai","Palisade Limited",2020,45815,291,0,37700
"Ford","F-150 XLT",2021,25352,NA,0,48459
"Mercedes-Benz","R-Class R 350 4MATIC",2008,120000,268,0,8995
"Chevrolet","Camaro 2SS",2018,75151,455,1,45000
"Jeep","Wrangler Sport",2016,74139,285,0,23000
"Chevrolet","1500 Cheyenne",1994,170443,NA,1,6000
"Jaguar","XJ6 Vanden Plas",1995,70000,NA,0,19000
"BMW","550 i xDrive",2012,68500,400,0,17800
"Lexus","GX 460 Luxury",2020,37366,NA,NA,51890
"Tesla","Model S Long Range",2021,35315,670,0,66900
"Volkswagen","Jetta 1.4T SE",2017,61000,150,0,15995
"Jeep","Grand Cherokee Limited",2022,12050,NA,0,41599
"Jaguar","XK8 Base",2001,150000,290,1,9875
"Porsche","Macan S",2016,46200,340,1,41500
"Mercedes-Benz","E-Class E 350",2014,88000,302,0,15500
"Mercedes-Benz","GL-Class GL 450 4MATIC",2015,47000,362,0,30089
"Land","Rover Range Rover 3.0L Supercharged HSE",2017,50340,380,1,47000
"Mercedes-Benz","E-Class E 350 4MATIC",2010,67800,268,0,13999
"Dodge","Dakota Sport",2002,150000,175,1,5500
"Chevrolet","Camaro ZL1",2018,13500,650,1,54000
"Hummer","H3 Base",2007,101750,242,0,12900
"Honda","Odyssey EX-L",2022,18385,280,0,37950
"Nissan","350Z Touring",2008,123500,306,1,13500
"GMC","Savana 2500 Work Van",2017,117000,342,0,38000
"Mercedes-Benz","E-Class E 350 4MATIC",2010,86121,268,0,13600
"Lexus","GX 460 Premium",2020,22466,301,0,45900
"Nissan","Titan XD SV",2017,80000,390,0,23800
"Chrysler","300 Touring",2020,23152,292,0,28250
"Dodge","Charger R/T",2006,91300,350,0,9200
"Nissan","Pathfinder SL",2020,45000,284,0,28999
"Rivian","R1S Launch Edition",2023,1885,835,0,93500
"Ford","Explorer Platinum",2018,73049,NA,1,30510
"Nissan","Titan SV",2021,7250,400,0,38000
"Jaguar","E-PACE S",2019,44000,246,0,29000
"Ford","F-150 FX4",2014,85500,411,0,26900
"GMC","Acadia Denali",2021,18083,NA,0,43999
"Lamborghini","Murcielago Base",2005,22703,571,0,220000
"Chevrolet","Camaro 1LT",2011,111000,312,0,10900
"GMC","Acadia SLT-2",2013,115000,288,0,14000
"Chevrolet","Malibu Premier",2021,33400,250,0,28000
"Toyota","Sequoia SR5",2007,136000,273,0,12500
"Lexus","IS 350 F Sport",2021,26800,311,0,44000
"Tesla","Model Y Performance",2022,30000,455,0,51999
"Dodge","Challenger SRT8",2008,251634,425,0,10500
"Chrysler","300 Touring",2005,119000,250,0,3500
"Cadillac","Escalade Sport Platinum",2021,28121,NA,0,89000
"Chrysler","Town & Country Touring",2009,111000,197,0,7900
"Mazda","CX-5 Touring",2016,116500,NA,0,14311
"Acura","TL 3.2",2005,199296,270,0,4900
"Chevrolet","Corvette Z06 w/2LZ",2023,202,670,0,179000
"Tesla","Model Y Performance",2021,11200,455,0,47500
"Volvo","XC40 T5 Momentum",2020,56536,NA,0,26599
"Chevrolet","Camaro 2SS",2016,49600,455,0,32500
"Acura","TLX Type S PMC Edition",2023,13600,355,0,65000
"Volkswagen","Eos 2.0T",2007,59700,200,0,10000
"Dodge","Charger R/T Scat Pack",2018,19000,485,0,44888
"Chevrolet","Corvette Z06",2002,17300,405,0,33999
"Mercedes-Benz","CLA-Class CLA 250",2014,91140,208,0,13500
"BMW","M5 Base",2015,33000,560,0,65000
"Jeep","Wrangler Unlimited Sport",2019,52775,285,0,39799
"Mitsubishi","Lancer Sportback ES",2011,113000,148,0,5800
"Porsche","Macan Base",2022,13000,261,0,60000
"Mercedes-Benz","CLK-Class CLK 350",2009,77925,268,0,16500
"Dodge","Challenger SRT8",2011,106500,NA,1,22500
"Mazda","Mazda3 Grand Touring",2018,15175,NA,1,19212
"Audi","A3 2.0T Premium",2017,137000,186,0,10995
"BMW","528 i",2015,111000,240,1,15000
"Land","Rover Range Rover 3.0L V6 Supercharged HSE",2019,49208,380,0,62425
"Audi","S5 3.0T Prestige",2018,44000,354,0,39000
"Porsche","718 Boxster Base",2017,26000,300,0,45500
"Chevrolet","Corvette Stingray w/2LT",2020,1800,490,0,76000
"Lamborghini","Urus Pearl Capsule",2021,3771,NA,0,259991
"Maserati","Quattroporte S",2012,50000,425,0,26497
"Subaru","Impreza 2.0i",2018,93000,152,1,16000
"Mercedes-Benz","AMG GT C",2020,15000,550,0,129000
"Mazda","Mazda6 i Touring",2016,119500,184,0,15000
"Porsche","Macan S",2016,50000,340,0,36000
"Porsche","Panamera 4",2011,85000,300,NA,21500
"Genesis","G70 3.3T Advanced",2019,48000,365,0,29999
"Jeep","Wrangler Sport",2021,11756,NA,1,33400
